date,site,rep,AlgalClass,Concentration
6/6/2022,ODNR_1,C,YellowSubstances_avg,2.9805
6/6/2022,ODNR_1,C,Total_avg,40.2205
6/6/2022,ODNR_2,A,GreenAlgae_avg,16.742
6/6/2022,ODNR_2,A,Bluegreen_avg,6.0215
6/6/2022,ODNR_2,A,Diatom_avg,15.4455
6/6/2022,ODNR_2,A,Cryptophyta_avg,0.009
6/6/2022,ODNR_2,A,YellowSubstances_avg,2.9465
6/6/2022,ODNR_2,A,Total_avg,38.219
6/6/2022,ODNR_2,B,GreenAlgae_avg,17.2345
6/6/2022,ODNR_2,B,Bluegreen_avg,6.518
6/6/2022,ODNR_2,B,Diatom_avg,16.5135
6/6/2022,ODNR_2,B,Cryptophyta_avg,0.0205
6/6/2022,ODNR_2,B,YellowSubstances_avg,3.0645
6/6/2022,ODNR_2,B,Total_avg,40.2845
6/6/2022,ODNR_2,C,GreenAlgae_avg,16.965
6/6/2022,ODNR_2,C,Bluegreen_avg,5.529
6/6/2022,ODNR_2,C,Diatom_avg,12.072
6/6/2022,ODNR_2,C,Cryptophyta_avg,1.888
6/6/2022,ODNR_2,C,YellowSubstances_avg,3.225
6/6/2022,ODNR_2,C,Total_avg,36.4555
6/13/2022,Bells,A,GreenAlgae_avg,1.52
6/13/2022,Bells,A,Bluegreen_avg,0.7065
6/13/2022,Bells,A,Diatom_avg,4.087
6/13/2022,Bells,A,Cryptophyta_avg,0.8845
6/13/2022,Bells,A,YellowSubstances_avg,1.2505
6/13/2022,Bells,A,Total_avg,7.199
6/13/2022,Bells,B,GreenAlgae_avg,1.7445
6/13/2022,Bells,B,Bluegreen_avg,0.833
6/13/2022,Bells,B,Diatom_avg,4.401
6/13/2022,Bells,B,Cryptophyta_avg,0.687
6/13/2022,Bells,B,YellowSubstances_avg,1.2005
6/13/2022,Bells,B,Total_avg,7.666
6/13/2022,Bells,C,GreenAlgae_avg,1.9135
6/13/2022,Bells,C,Bluegreen_avg,0.546
6/13/2022,Bells,C,Diatom_avg,4.5275
6/13/2022,Bells,C,Cryptophyta_avg,0.568
6/13/2022,Bells,C,YellowSubstances_avg,1.181
6/13/2022,Bells,C,Total_avg,7.555
6/13/2022,Bridge,A,GreenAlgae_avg,14.395
6/13/2022,Bridge,A,Bluegreen_avg,23.83
6/13/2022,Bridge,A,Diatom_avg,16.3445
6/13/2022,Bridge,A,Cryptophyta_avg,1.73
6/13/2022,Bridge,A,YellowSubstances_avg,4.065
6/13/2022,Bridge,A,Total_avg,56.298
6/13/2022,Bridge,B,GreenAlgae_avg,14.807
6/13/2022,Bridge,B,Bluegreen_avg,16.4985
6/13/2022,Bridge,B,Diatom_avg,15.7085
6/13/2022,Bridge,B,Cryptophyta_avg,3.872
6/13/2022,Bridge,B,YellowSubstances_avg,3.795
6/13/2022,Bridge,B,Total_avg,50.887
6/13/2022,Bridge,C,GreenAlgae_avg,16.3115
6/13/2022,Bridge,C,Bluegreen_avg,19.5615
6/13/2022,Bridge,C,Diatom_avg,10.5835
6/13/2022,Bridge,C,Cryptophyta_avg,5.3505
6/13/2022,Bridge,C,YellowSubstances_avg,4.001
6/13/2022,Bridge,C,Total_avg,51.8065
6/13/2022,Buoy_2,A,GreenAlgae_avg,7.215
6/13/2022,Buoy_2,A,Bluegreen_avg,17.268
6/13/2022,Buoy_2,A,Diatom_avg,5.9115
6/13/2022,Buoy_2,A,Cryptophyta_avg,2.889
6/13/2022,Buoy_2,A,YellowSubstances_avg,3.012
6/13/2022,Buoy_2,A,Total_avg,33.2835
6/13/2022,Buoy_2,B,GreenAlgae_avg,7.109
6/13/2022,Buoy_2,B,Bluegreen_avg,21.261
6/13/2022,Buoy_2,B,Diatom_avg,7.236
6/13/2022,Buoy_2,B,Cryptophyta_avg,1.4765
6/13/2022,Buoy_2,B,YellowSubstances_avg,2.974
6/13/2022,Buoy_2,B,Total_avg,37.081
6/13/2022,Buoy_2,C,GreenAlgae_avg,6.876
6/13/2022,Buoy_2,C,Bluegreen_avg,16.8755
6/13/2022,Buoy_2,C,Diatom_avg,6.459
6/13/2022,Buoy_2,C,Cryptophyta_avg,2.2435
6/13/2022,Buoy_2,C,YellowSubstances_avg,3.1
6/13/2022,Buoy_2,C,Total_avg,32.4535
6/13/2022,EC_1163,A,GreenAlgae_avg,7.168
6/13/2022,EC_1163,A,Bluegreen_avg,3.492
6/13/2022,EC_1163,A,Diatom_avg,9.636
6/13/2022,EC_1163,A,Cryptophyta_avg,0.1045
6/13/2022,EC_1163,A,YellowSubstances_avg,1.723
6/13/2022,EC_1163,A,Total_avg,20.404
6/13/2022,EC_1163,B,GreenAlgae_avg,7.7785
6/13/2022,EC_1163,B,Bluegreen_avg,3.1615
6/13/2022,EC_1163,B,Diatom_avg,9.824
6/13/2022,EC_1163,B,Cryptophyta_avg,0.6695
6/13/2022,EC_1163,B,YellowSubstances_avg,1.8115
6/13/2022,EC_1163,B,Total_avg,21.4335
6/13/2022,EC_1163,C,GreenAlgae_avg,8.0835
6/13/2022,EC_1163,C,Bluegreen_avg,3.544
6/13/2022,EC_1163,C,Diatom_avg,9.3985
6/13/2022,EC_1163,C,Cryptophyta_avg,0.5975
6/13/2022,EC_1163,C,YellowSubstances_avg,1.651
6/13/2022,EC_1163,C,Total_avg,21.6235
6/13/2022,Muddy_Creek,A,GreenAlgae_avg,15.38
6/13/2022,Muddy_Creek,A,Bluegreen_avg,4.469
6/13/2022,Muddy_Creek,A,Diatom_avg,26.0705
6/13/2022,Muddy_Creek,A,Cryptophyta_avg,0
6/13/2022,Muddy_Creek,A,YellowSubstances_avg,2.72
6/13/2022,Muddy_Creek,A,Total_avg,45.9195
6/13/2022,Muddy_Creek,B,GreenAlgae_avg,15.795
6/13/2022,Muddy_Creek,B,Bluegreen_avg,4.0565
6/13/2022,Muddy_Creek,B,Diatom_avg,25.354
6/13/2022,Muddy_Creek,B,Cryptophyta_avg,0
6/13/2022,Muddy_Creek,B,YellowSubstances_avg,2.6115
6/13/2022,Muddy_Creek,B,Total_avg,45.206
6/13/2022,Muddy_Creek,C,GreenAlgae_avg,16.3595
6/13/2022,Muddy_Creek,C,Bluegreen_avg,4.347
6/13/2022,Muddy_Creek,C,Diatom_avg,25.9095
6/13/2022,Muddy_Creek,C,Cryptophyta_avg,0
6/13/2022,Muddy_Creek,C,YellowSubstances_avg,2.5935
6/13/2022,Muddy_Creek,C,Total_avg,46.6145
6/13/2022,ODNR_1,A,GreenAlgae_avg,11.557
6/13/2022,ODNR_1,A,Bluegreen_avg,30.163
6/13/2022,ODNR_1,A,Diatom_avg,8.937
6/13/2022,ODNR_1,A,Cryptophyta_avg,8.929
6/13/2022,ODNR_1,A,YellowSubstances_avg,4.2195
6/13/2022,ODNR_1,A,Total_avg,59.5875
6/13/2022,ODNR_1,B,GreenAlgae_avg,14.0395
6/13/2022,ODNR_1,B,Bluegreen_avg,28.105
6/13/2022,ODNR_1,B,Diatom_avg,3.2555
6/13/2022,ODNR_1,B,Cryptophyta_avg,17.828
6/13/2022,ODNR_1,B,YellowSubstances_avg,4.285
6/13/2022,ODNR_1,B,Total_avg,63.227
6/13/2022,ODNR_1,C,GreenAlgae_avg,15.9605
6/13/2022,ODNR_1,C,Bluegreen_avg,29.6915
6/13/2022,ODNR_1,C,Diatom_avg,4.4905
6/13/2022,ODNR_1,C,Cryptophyta_avg,17.1525
6/13/2022,ODNR_1,C,YellowSubstances_avg,3.808
6/13/2022,ODNR_1,C,Total_avg,67.2945
6/13/2022,ODNR_2,A,GreenAlgae_avg,11.277
6/13/2022,ODNR_2,A,Bluegreen_avg,22.786
6/13/2022,ODNR_2,A,Diatom_avg,7.009
6/13/2022,ODNR_2,A,Cryptophyta_avg,5.486
6/13/2022,ODNR_2,A,YellowSubstances_avg,3.602
6/13/2022,ODNR_2,A,Total_avg,46.5605
6/13/2022,ODNR_2,B,GreenAlgae_avg,11.7135
6/13/2022,ODNR_2,B,Bluegreen_avg,20.4465
6/13/2022,ODNR_2,B,Diatom_avg,8.0115
6/13/2022,ODNR_2,B,Cryptophyta_avg,4.4485
6/13/2022,ODNR_2,B,YellowSubstances_avg,3.484
6/13/2022,ODNR_2,B,Total_avg,44.62
6/13/2022,ODNR_2,C,GreenAlgae_avg,11.1065
6/13/2022,ODNR_2,C,Bluegreen_avg,24.4355
6/13/2022,ODNR_2,C,Diatom_avg,8.6925
6/13/2022,ODNR_2,C,Cryptophyta_avg,3.138
6/13/2022,ODNR_2,C,YellowSubstances_avg,3.473
6/13/2022,ODNR_2,C,Total_avg,47.373
6/13/2022,ODNR_4,A,GreenAlgae_avg,13.0645
6/13/2022,ODNR_4,A,Bluegreen_avg,6.071
6/13/2022,ODNR_4,A,Diatom_avg,15.359
6/13/2022,ODNR_4,A,Cryptophyta_avg,1.5695
6/13/2022,ODNR_4,A,YellowSubstances_avg,2.948
6/13/2022,ODNR_4,A,Total_avg,36.0665
6/13/2022,ODNR_4,B,GreenAlgae_avg,13.684
6/13/2022,ODNR_4,B,Bluegreen_avg,5.4345
6/13/2022,ODNR_4,B,Diatom_avg,14.283
6/13/2022,ODNR_4,B,Cryptophyta_avg,2.542
6/13/2022,ODNR_4,B,YellowSubstances_avg,3.033
6/13/2022,ODNR_4,B,Total_avg,35.943
6/13/2022,ODNR_4,C,GreenAlgae_avg,3.599
6/13/2022,ODNR_4,C,Bluegreen_avg,1.647
6/13/2022,ODNR_4,C,Diatom_avg,4.501
6/13/2022,ODNR_4,C,Cryptophyta_avg,0.175
6/13/2022,ODNR_4,C,YellowSubstances_avg,0.877
6/13/2022,ODNR_4,C,Total_avg,9.922
6/13/2022,ODNR_6,A,GreenAlgae_avg,13.1325
6/13/2022,ODNR_6,A,Bluegreen_avg,39.291
6/13/2022,ODNR_6,A,Diatom_avg,7.723
6/13/2022,ODNR_6,A,Cryptophyta_avg,6.534
6/13/2022,ODNR_6,A,YellowSubstances_avg,4.0595
6/13/2022,ODNR_6,A,Total_avg,66.6805
6/13/2022,ODNR_6,B,GreenAlgae_avg,15.3305
6/13/2022,ODNR_6,B,Bluegreen_avg,58.593
6/13/2022,ODNR_6,B,Diatom_avg,10.94
6/13/2022,ODNR_6,B,Cryptophyta_avg,0
6/13/2022,ODNR_6,B,YellowSubstances_avg,3.3165
6/13/2022,ODNR_6,B,Total_avg,84.8615
6/13/2022,ODNR_6,C,GreenAlgae_avg,13.167
6/13/2022,ODNR_6,C,Bluegreen_avg,48.5825
6/13/2022,ODNR_6,C,Diatom_avg,11.65
6/13/2022,ODNR_6,C,Cryptophyta_avg,0.4385
6/13/2022,ODNR_6,C,YellowSubstances_avg,3.8165
6/13/2022,ODNR_6,C,Total_avg,73.841
6/21/2022,Bells,A,GreenAlgae_avg,3.369
6/21/2022,Bells,A,Bluegreen_avg,1.728
6/21/2022,Bells,A,Diatom_avg,15.092
6/21/2022,Bells,A,Cryptophyta_avg,0
6/21/2022,Bells,A,YellowSubstances_avg,1.8585
6/21/2022,Bells,A,Total_avg,20.1885
6/21/2022,Bells,B,GreenAlgae_avg,2.526
6/21/2022,Bells,B,Bluegreen_avg,2.2645
6/21/2022,Bells,B,Diatom_avg,13.012
6/21/2022,Bells,B,Cryptophyta_avg,0.017
6/21/2022,Bells,B,YellowSubstances_avg,1.6585
6/21/2022,Bells,B,Total_avg,17.822
6/21/2022,Bells,C,GreenAlgae_avg,2.962
6/21/2022,Bells,C,Bluegreen_avg,1.2555
6/21/2022,Bells,C,Diatom_avg,15.806
6/21/2022,Bells,C,Cryptophyta_avg,0
6/21/2022,Bells,C,YellowSubstances_avg,1.866
6/21/2022,Bells,C,Total_avg,20.024
6/21/2022,Bridge,A,GreenAlgae_avg,9.802
6/21/2022,Bridge,A,Bluegreen_avg,44.1515
6/21/2022,Bridge,A,Diatom_avg,8.741
6/21/2022,Bridge,A,Cryptophyta_avg,0.351
6/21/2022,Bridge,A,YellowSubstances_avg,3.8275
6/21/2022,Bridge,A,Total_avg,63.0485
6/21/2022,Bridge,B,GreenAlgae_avg,11.3155
6/21/2022,Bridge,B,Bluegreen_avg,57.346
6/21/2022,Bridge,B,Diatom_avg,8.2295
6/21/2022,Bridge,B,Cryptophyta_avg,0
6/21/2022,Bridge,B,YellowSubstances_avg,3.6465
6/21/2022,Bridge,B,Total_avg,76.8925
6/21/2022,Bridge,C,GreenAlgae_avg,12.434
6/21/2022,Bridge,C,Bluegreen_avg,53.5885
6/21/2022,Bridge,C,Diatom_avg,8.7345
6/21/2022,Bridge,C,Cryptophyta_avg,1.97
6/21/2022,Bridge,C,YellowSubstances_avg,3.5305
6/21/2022,Bridge,C,Total_avg,76.7255
6/21/2022,Buoy_2,A,GreenAlgae_avg,24.117
6/21/2022,Buoy_2,A,Bluegreen_avg,65.2995
6/21/2022,Buoy_2,A,Diatom_avg,10.91
6/21/2022,Buoy_2,A,Cryptophyta_avg,0
6/21/2022,Buoy_2,A,YellowSubstances_avg,3.455
6/21/2022,Buoy_2,A,Total_avg,100.3275
6/21/2022,Buoy_2,B,GreenAlgae_avg,16.8095
6/21/2022,Buoy_2,B,Bluegreen_avg,32.128
6/21/2022,Buoy_2,B,Diatom_avg,7.1495
6/21/2022,Buoy_2,B,Cryptophyta_avg,4.004
6/21/2022,Buoy_2,B,YellowSubstances_avg,3.7385
6/21/2022,Buoy_2,B,Total_avg,60.09
6/21/2022,Buoy_2,C,GreenAlgae_avg,15.538
6/21/2022,Buoy_2,C,Bluegreen_avg,26.7975
6/21/2022,Buoy_2,C,Diatom_avg,6.058
6/21/2022,Buoy_2,C,Cryptophyta_avg,5.3175
6/21/2022,Buoy_2,C,YellowSubstances_avg,3.648
6/21/2022,Buoy_2,C,Total_avg,53.7105
6/21/2022,EC_1163,A,GreenAlgae_avg,8.118
6/21/2022,EC_1163,A,Bluegreen_avg,15.869
6/21/2022,EC_1163,A,Diatom_avg,15.6675
6/21/2022,EC_1163,A,Cryptophyta_avg,0.0055
6/21/2022,EC_1163,A,YellowSubstances_avg,2.7025
6/21/2022,EC_1163,A,Total_avg,39.6585
6/21/2022,EC_1163,B,GreenAlgae_avg,10.118
6/21/2022,EC_1163,B,Bluegreen_avg,16.0615
6/21/2022,EC_1163,B,Diatom_avg,13.4555
6/21/2022,EC_1163,B,Cryptophyta_avg,2.509
6/21/2022,EC_1163,B,YellowSubstances_avg,2.769
6/21/2022,EC_1163,B,Total_avg,42.144
6/21/2022,EC_1163,C,GreenAlgae_avg,0
6/21/2022,EC_1163,C,Bluegreen_avg,0
6/21/2022,EC_1163,C,Diatom_avg,0
6/21/2022,EC_1163,C,Cryptophyta_avg,0
6/21/2022,EC_1163,C,YellowSubstances_avg,0
6/21/2022,EC_1163,C,Total_avg,0
6/21/2022,Muddy_Creek,A,GreenAlgae_avg,13.6475
6/21/2022,Muddy_Creek,A,Bluegreen_avg,4.149
6/21/2022,Muddy_Creek,A,Diatom_avg,11.7725
6/21/2022,Muddy_Creek,A,Cryptophyta_avg,0.002
6/21/2022,Muddy_Creek,A,YellowSubstances_avg,2.0525
6/21/2022,Muddy_Creek,A,Total_avg,29.5705
6/21/2022,Muddy_Creek,B,GreenAlgae_avg,14.0365
6/21/2022,Muddy_Creek,B,Bluegreen_avg,4.1335
6/21/2022,Muddy_Creek,B,Diatom_avg,12.6795
6/21/2022,Muddy_Creek,B,Cryptophyta_avg,0.1825
6/21/2022,Muddy_Creek,B,YellowSubstances_avg,2.1155
6/21/2022,Muddy_Creek,B,Total_avg,31.033
6/21/2022,Muddy_Creek,C,GreenAlgae_avg,13.2275
6/21/2022,Muddy_Creek,C,Bluegreen_avg,4.251
6/21/2022,Muddy_Creek,C,Diatom_avg,11.6885
6/21/2022,Muddy_Creek,C,Cryptophyta_avg,0.0035
6/21/2022,Muddy_Creek,C,YellowSubstances_avg,2.1645
6/21/2022,Muddy_Creek,C,Total_avg,29.17
6/21/2022,ODNR_1,A,GreenAlgae_avg,13.8265
6/21/2022,ODNR_1,A,Bluegreen_avg,32.992
6/21/2022,ODNR_1,A,Diatom_avg,7.441
6/21/2022,ODNR_1,A,Cryptophyta_avg,3.274
6/21/2022,ODNR_1,A,YellowSubstances_avg,3.814
6/21/2022,ODNR_1,A,Total_avg,57.5335
6/21/2022,ODNR_1,B,GreenAlgae_avg,0
6/21/2022,ODNR_1,B,Bluegreen_avg,0
6/21/2022,ODNR_1,B,Diatom_avg,0
6/21/2022,ODNR_1,B,Cryptophyta_avg,0
6/21/2022,ODNR_1,B,YellowSubstances_avg,0
6/21/2022,ODNR_1,B,Total_avg,0
6/21/2022,ODNR_1,C,GreenAlgae_avg,12.4295
6/21/2022,ODNR_1,C,Bluegreen_avg,35.362
6/21/2022,ODNR_1,C,Diatom_avg,8.639
6/21/2022,ODNR_1,C,Cryptophyta_avg,0.2185
6/21/2022,ODNR_1,C,YellowSubstances_avg,3.179
6/21/2022,ODNR_1,C,Total_avg,56.6495
6/21/2022,ODNR_2,A,GreenAlgae_avg,11.339
6/21/2022,ODNR_2,A,Bluegreen_avg,60.5545
6/21/2022,ODNR_2,A,Diatom_avg,8.0765
6/21/2022,ODNR_2,A,Cryptophyta_avg,1.2705
6/21/2022,ODNR_2,A,YellowSubstances_avg,3.823
6/21/2022,ODNR_2,A,Total_avg,81.24
6/21/2022,ODNR_2,B,GreenAlgae_avg,10.2065
6/21/2022,ODNR_2,B,Bluegreen_avg,53.4225
6/21/2022,ODNR_2,B,Diatom_avg,7.3505
6/21/2022,ODNR_2,B,Cryptophyta_avg,0
6/21/2022,ODNR_2,B,YellowSubstances_avg,3.9835
6/21/2022,ODNR_2,B,Total_avg,70.977
6/21/2022,ODNR_2,C,GreenAlgae_avg,11.823
6/21/2022,ODNR_2,C,Bluegreen_avg,65.0275
6/21/2022,ODNR_2,C,Diatom_avg,5.866
6/21/2022,ODNR_2,C,Cryptophyta_avg,2.296
6/21/2022,ODNR_2,C,YellowSubstances_avg,4.581
6/21/2022,ODNR_2,C,Total_avg,85.0125
6/21/2022,ODNR_4,A,GreenAlgae_avg,14.0715
6/21/2022,ODNR_4,A,Bluegreen_avg,8.33
6/21/2022,ODNR_4,A,Diatom_avg,45.2855
6/21/2022,ODNR_4,A,Cryptophyta_avg,0.6455
6/21/2022,ODNR_4,A,YellowSubstances_avg,1.8675
6/21/2022,ODNR_4,A,Total_avg,68.331
6/21/2022,ODNR_4,B,GreenAlgae_avg,15.2915
6/21/2022,ODNR_4,B,Bluegreen_avg,7.345
6/21/2022,ODNR_4,B,Diatom_avg,42.76
6/21/2022,ODNR_4,B,Cryptophyta_avg,0
6/21/2022,ODNR_4,B,YellowSubstances_avg,1.5645
6/21/2022,ODNR_4,B,Total_avg,65.3975
6/21/2022,ODNR_4,C,GreenAlgae_avg,16.7705
6/21/2022,ODNR_4,C,Bluegreen_avg,6.979
6/21/2022,ODNR_4,C,Diatom_avg,42.858
6/21/2022,ODNR_4,C,Cryptophyta_avg,0.0925
6/21/2022,ODNR_4,C,YellowSubstances_avg,1.3155
6/21/2022,ODNR_4,C,Total_avg,66.699
6/21/2022,ODNR_6,A,GreenAlgae_avg,15.2955
6/21/2022,ODNR_6,A,Bluegreen_avg,12.076
6/21/2022,ODNR_6,A,Diatom_avg,34.715
6/21/2022,ODNR_6,A,Cryptophyta_avg,1.7945
6/21/2022,ODNR_6,A,YellowSubstances_avg,3.367
6/21/2022,ODNR_6,A,Total_avg,63.881
6/21/2022,ODNR_6,B,GreenAlgae_avg,17.861
6/21/2022,ODNR_6,B,Bluegreen_avg,11.6525
6/21/2022,ODNR_6,B,Diatom_avg,36.819
6/21/2022,ODNR_6,B,Cryptophyta_avg,6.971
6/21/2022,ODNR_6,B,YellowSubstances_avg,3.738
6/21/2022,ODNR_6,B,Total_avg,73.3015
6/21/2022,ODNR_6,C,GreenAlgae_avg,15.1055
6/21/2022,ODNR_6,C,Bluegreen_avg,12.0145
6/21/2022,ODNR_6,C,Diatom_avg,34.063
6/21/2022,ODNR_6,C,Cryptophyta_avg,1.7665
6/21/2022,ODNR_6,C,YellowSubstances_avg,3.1295
6/21/2022,ODNR_6,C,Total_avg,62.949
6/27/2022,Bridge,A,GreenAlgae_avg,11.254
6/27/2022,Bridge,A,Bluegreen_avg,39.4795
6/27/2022,Bridge,A,Diatom_avg,9.123
6/27/2022,Bridge,A,Cryptophyta_avg,0
6/27/2022,Bridge,A,YellowSubstances_avg,3.3005
6/27/2022,Bridge,A,Total_avg,59.8555
6/27/2022,Bridge,B,GreenAlgae_avg,10.477
6/27/2022,Bridge,B,Bluegreen_avg,35.565
6/27/2022,Bridge,B,Diatom_avg,8.8405
6/27/2022,Bridge,B,Cryptophyta_avg,0
6/27/2022,Bridge,B,YellowSubstances_avg,3.2495
6/27/2022,Bridge,B,Total_avg,54.8795
6/27/2022,Bridge,C,GreenAlgae_avg,11.273
6/27/2022,Bridge,C,Bluegreen_avg,41.81
6/27/2022,Bridge,C,Diatom_avg,8.171
6/27/2022,Bridge,C,Cryptophyta_avg,2.447
6/27/2022,Bridge,C,YellowSubstances_avg,3.366
6/27/2022,Bridge,C,Total_avg,63.7005
6/27/2022,Buoy_2,A,GreenAlgae_avg,6.488
6/27/2022,Buoy_2,A,Bluegreen_avg,14.142
6/27/2022,Buoy_2,A,Diatom_avg,10.6565
6/27/2022,Buoy_2,A,Cryptophyta_avg,1.1695
6/27/2022,Buoy_2,A,YellowSubstances_avg,2.8225
6/27/2022,Buoy_2,A,Total_avg,32.455
6/27/2022,Buoy_2,B,GreenAlgae_avg,6.0295
6/27/2022,Buoy_2,B,Bluegreen_avg,14.5605
6/27/2022,Buoy_2,B,Diatom_avg,8.923
6/27/2022,Buoy_2,B,Cryptophyta_avg,0.3735
6/27/2022,Buoy_2,B,YellowSubstances_avg,2.8665
6/27/2022,Buoy_2,B,Total_avg,29.8865
6/27/2022,Buoy_2,C,GreenAlgae_avg,7.177
6/27/2022,Buoy_2,C,Bluegreen_avg,15.501
6/27/2022,Buoy_2,C,Diatom_avg,5.484
6/27/2022,Buoy_2,C,Cryptophyta_avg,4.25
6/27/2022,Buoy_2,C,YellowSubstances_avg,2.8945
6/27/2022,Buoy_2,C,Total_avg,32.41
6/27/2022,EC_1163,A,GreenAlgae_avg,7.8535
6/27/2022,EC_1163,A,Bluegreen_avg,11.115
6/27/2022,EC_1163,A,Diatom_avg,17.35
6/27/2022,EC_1163,A,Cryptophyta_avg,0
6/27/2022,EC_1163,A,YellowSubstances_avg,3.0655
6/27/2022,EC_1163,A,Total_avg,36.32
6/27/2022,EC_1163,B,GreenAlgae_avg,7.6585
6/27/2022,EC_1163,B,Bluegreen_avg,12.196
6/27/2022,EC_1163,B,Diatom_avg,16.6565
6/27/2022,EC_1163,B,Cryptophyta_avg,0
6/27/2022,EC_1163,B,YellowSubstances_avg,2.938
6/27/2022,EC_1163,B,Total_avg,36.511
6/27/2022,EC_1163,C,GreenAlgae_avg,7.4895
6/27/2022,EC_1163,C,Bluegreen_avg,12.2725
6/27/2022,EC_1163,C,Diatom_avg,20.3925
6/27/2022,EC_1163,C,Cryptophyta_avg,0
6/27/2022,EC_1163,C,YellowSubstances_avg,3.05
6/27/2022,EC_1163,C,Total_avg,40.155
6/27/2022,Muddy_Creek,A,GreenAlgae_avg,18.3475
6/27/2022,Muddy_Creek,A,Bluegreen_avg,9.2255
6/27/2022,Muddy_Creek,A,Diatom_avg,57.465
6/27/2022,Muddy_Creek,A,Cryptophyta_avg,2.642
6/27/2022,Muddy_Creek,A,YellowSubstances_avg,2.3765
6/27/2022,Muddy_Creek,A,Total_avg,87.6795
6/27/2022,Muddy_Creek,B,GreenAlgae_avg,18.602
6/27/2022,Muddy_Creek,B,Bluegreen_avg,8.831
